ID,Title,Tags,Score,Solved,Accepted,Link
1042F,Leaf Sets,"data structures, dfs and similar, dsu, graphs, greedy, sortings, trees",2400,1011,0,https://codeforces.com/problemset/problem/1042/F
1042E,Vasya and Magic Matrix,"dp, math, probabilities",2300,1234,0,https://codeforces.com/problemset/problem/1042/E
1042D,Petya and Array,"data structures, divide and conquer, two pointers",1800,4406,0,https://codeforces.com/problemset/problem/1042/D
1042C,Array Product,"constructive algorithms, greedy, math",1700,4194,0,https://codeforces.com/problemset/problem/1042/C
1042B,Vitamins,"bitmasks, brute force, dp, implementation",1200,11343,0,https://codeforces.com/problemset/problem/1042/B
1042A,Benches,"binary search, implementation",1100,10544,0,https://codeforces.com/problemset/problem/1042/A
1041F,Ray in the tube,"data structures, divide and conquer, dp, math",2500,1205,0,https://codeforces.com/problemset/problem/1041/F
1041E,Tree Reconstruction,"constructive algorithms, data structures, graphs, greedy",1900,3100,0,https://codeforces.com/problemset/problem/1041/E
1041D,Glider,"binary search, data structures, two pointers",1700,5160,0,https://codeforces.com/problemset/problem/1041/D
1041C,Coffee Break,"binary search, data structures, greedy, two pointers",1600,7944,0,https://codeforces.com/problemset/problem/1041/C
1041B,Buying a TV Set,math,1000,11709,0,https://codeforces.com/problemset/problem/1041/B
1041A,Heist,"greedy, implementation, sortings",800,20414,0,https://codeforces.com/problemset/problem/1041/A
1040B,Shashlik Cooking,"dp, greedy, math",1300,6629,0,https://codeforces.com/problemset/problem/1040/B
1040A,Palindrome Dance,greedy,1000,8345,0,https://codeforces.com/problemset/problem/1040/A
1039E,Summer Oenothera Exhibition,data structures,3400,213,0,https://codeforces.com/problemset/problem/1039/E
1039D,You Are Given a Tree,"data structures, dp, trees",2800,982,0,https://codeforces.com/problemset/problem/1039/D
1039C,Network Safety,"dfs and similar, dsu, graphs, math, sortings",2200,1178,0,https://codeforces.com/problemset/problem/1039/C
1039B,Subway Pursuit,"binary search, interactive, probabilities",2100,1914,0,https://codeforces.com/problemset/problem/1039/B
1039A,Timetable,"constructive algorithms, data structures, greedy, math",2300,701,0,https://codeforces.com/problemset/problem/1039/A
1038F,Wrap Around,"dp, strings",2900,225,0,https://codeforces.com/problemset/problem/1038/F
1038E,Maximum Matching,"bitmasks, brute force, dfs and similar, dp, graphs",2400,855,0,https://codeforces.com/problemset/problem/1038/E
1038D,Slime,"dp, greedy, implementation",1800,7028,0,https://codeforces.com/problemset/problem/1038/D
1038C,Gambling,"greedy, sortings",1300,8712,0,https://codeforces.com/problemset/problem/1038/C
1038B,Non-Coprime Partition,"constructive algorithms, math",1100,11207,0,https://codeforces.com/problemset/problem/1038/B
1038A,Equality,"implementation, strings",800,12887,0,https://codeforces.com/problemset/problem/1038/A
1037H,Security,"data structures, string suffix structures",3200,598,0,https://codeforces.com/problemset/problem/1037/H
1037G,A Game on Strings,games,3200,203,0,https://codeforces.com/problemset/problem/1037/G
1037F,Maximum Reduction,"combinatorics, data structures, math",2500,804,0,https://codeforces.com/problemset/problem/1037/F
1037E,Trips,graphs,2200,2333,0,https://codeforces.com/problemset/problem/1037/E
1037D,Valid BFS?,"dfs and similar, graphs, shortest paths, trees",1700,10279,0,https://codeforces.com/problemset/problem/1037/D
1037C,Equalize,"dp, greedy, strings",1300,15507,0,https://codeforces.com/problemset/problem/1037/C
1037B,Reach Median,greedy,1300,9285,0,https://codeforces.com/problemset/problem/1037/B
1037A,Packets,"constructive algorithms, greedy, math",1300,9804,0,https://codeforces.com/problemset/problem/1037/A
1036G,Sources and Sinks,"bitmasks, brute force, dfs and similar",2700,304,0,https://codeforces.com/problemset/problem/1036/G
1036F,Relatively Prime Powers,"combinatorics, math, number theory",2400,1053,0,https://codeforces.com/problemset/problem/1036/F
1036E,Covered Points,"fft, geometry, number theory",2400,1215,0,https://codeforces.com/problemset/problem/1036/E
1036D,Vasya and Arrays,"greedy, two pointers",1600,7508,0,https://codeforces.com/problemset/problem/1036/D
1036C,Classy Numbers,"combinatorics, dp",1900,5821,0,https://codeforces.com/problemset/problem/1036/C
1036B,Diagonal Walking v.2,math,1600,5287,0,https://codeforces.com/problemset/problem/1036/B
1036A,Function Height,math,1000,9193,0,https://codeforces.com/problemset/problem/1036/A
1034E,Little C Loves 3 III,"bitmasks, dp, math",3200,331,0,https://codeforces.com/problemset/problem/1034/E
1034D,Intervals of Intervals,"binary search, data structures, two pointers",3500,235,0,https://codeforces.com/problemset/problem/1034/D
1034C,Region Separation,"combinatorics, dp, number theory, trees",2700,559,0,https://codeforces.com/problemset/problem/1034/C
1034B,Little C Loves 3 II,"brute force, constructive algorithms, flows, graph matchings",2200,1864,0,https://codeforces.com/problemset/problem/1034/B
1034A,Enlarge GCD,number theory,1800,6680,0,https://codeforces.com/problemset/problem/1034/A
1033G,Chip Game,games,3500,185,0,https://codeforces.com/problemset/problem/1033/G
1033F,Boolean Computer,"bitmasks, brute force, fft, math",2800,297,0,https://codeforces.com/problemset/problem/1033/F
1033E,Hidden Bipartite Graph,"binary search, constructive algorithms, dfs and similar, graphs, interactive",2800,393,0,https://codeforces.com/problemset/problem/1033/E
1033D,Divisors,"interactive, math, number theory",2000,2028,0,https://codeforces.com/problemset/problem/1033/D
1033C,Permutation Game,"brute force, dp, games",1600,4629,0,https://codeforces.com/problemset/problem/1033/C
1033B,Square Difference,"math, number theory",1100,7496,0,https://codeforces.com/problemset/problem/1033/B
1033A,King Escape,"dfs and similar, graphs, implementation",1000,10237,0,https://codeforces.com/problemset/problem/1033/A
1032G,Chattering,,2900,352,0,https://codeforces.com/problemset/problem/1032/G
1032F,Vasya and Maximum Matching,"dp, trees",2400,672,0,https://codeforces.com/problemset/problem/1032/F
1032E,The Unbearable Lightness of Weights,"dp, math",2100,1323,0,https://codeforces.com/problemset/problem/1032/E
1032D,Barcelonian Distance,"geometry, implementation",1900,2375,0,https://codeforces.com/problemset/problem/1032/D
1032C,Playing Piano,"constructive algorithms, dp",1700,3227,0,https://codeforces.com/problemset/problem/1032/C
1032B,Personalized Cup,,1200,4711,0,https://codeforces.com/problemset/problem/1032/B
1032A,Kitchen Utensils,,900,6233,0,https://codeforces.com/problemset/problem/1032/A
1031F,Familiar Operations,"brute force, graphs, math",2800,229,0,https://codeforces.com/problemset/problem/1031/F
1031E,Triple Flips,constructive algorithms,2600,380,0,https://codeforces.com/problemset/problem/1031/E
1031D,Minimum path,greedy,1900,2360,0,https://codeforces.com/problemset/problem/1031/D
1031C,Cram Time,greedy,1600,4811,0,https://codeforces.com/problemset/problem/1031/C
1031B,Curiosity Has No Limits,,1500,3679,0,https://codeforces.com/problemset/problem/1031/B
1031A,Golden Plate,"implementation, math",800,12011,0,https://codeforces.com/problemset/problem/1031/A
1030G,Linear Congruential Generator,number theory,2900,298,0,https://codeforces.com/problemset/problem/1030/G
1030F,Putting Boxes Together,data structures,2500,684,0,https://codeforces.com/problemset/problem/1030/F
1030E,Vasya and Good Sequences,"bitmasks, dp",2000,2591,0,https://codeforces.com/problemset/problem/1030/E
1030D,Vasya and Triangle,"geometry, number theory",1800,5289,0,https://codeforces.com/problemset/problem/1030/D
1030C,Vasya and Golden Ticket,implementation,1300,8588,0,https://codeforces.com/problemset/problem/1030/C
1030B,Vasya and Cornfield,geometry,1100,10433,0,https://codeforces.com/problemset/problem/1030/B
1030A,In Search of an Easy Problem,implementation,800,72435,0,https://codeforces.com/problemset/problem/1030/A
1029F,Multicolored Markers,"binary search, brute force, math, number theory",2000,2138,0,https://codeforces.com/problemset/problem/1029/F
1029E,Tree with Small Distances,"dp, graphs, greedy",2100,2073,0,https://codeforces.com/problemset/problem/1029/E
1029D,Concatenated Multiples,"implementation, math",1900,3159,0,https://codeforces.com/problemset/problem/1029/D
1029C,Maximal Intersection,"greedy, math, sortings",1600,6125,0,https://codeforces.com/problemset/problem/1029/C
1029B,Creating the Contest,"dp, greedy, math",1200,14143,0,https://codeforces.com/problemset/problem/1029/B
1029A,Many Equal Substrings,"implementation, strings",1300,10446,0,https://codeforces.com/problemset/problem/1029/A
1028H,Make Square,math,2900,366,0,https://codeforces.com/problemset/problem/1028/H
1028G,Guess the number,"dp, interactive",3000,338,0,https://codeforces.com/problemset/problem/1028/G
1028F,Make Symmetrical,brute force,2900,452,0,https://codeforces.com/problemset/problem/1028/F
1028E,Restore Array,constructive algorithms,2400,1034,0,https://codeforces.com/problemset/problem/1028/E
1028D,Order book,"combinatorics, data structures, greedy",2100,1522,0,https://codeforces.com/problemset/problem/1028/D
1028C,Rectangles,"geometry, implementation, sortings",1600,3977,0,https://codeforces.com/problemset/problem/1028/C
1028B,Unnatural Conditions,"constructive algorithms, math",1200,7421,0,https://codeforces.com/problemset/problem/1028/B
1028A,Find Square,implementation,800,9589,0,https://codeforces.com/problemset/problem/1028/A
1027G,X-mouse in the Campus,"bitmasks, math, number theory",2600,239,0,https://codeforces.com/problemset/problem/1027/G
1027F,Session in BSU,"binary search, dfs and similar, dsu, graph matchings, graphs",2400,1125,0,https://codeforces.com/problemset/problem/1027/F
1027E,Inverse Coloring,"combinatorics, dp, math",2100,1573,0,https://codeforces.com/problemset/problem/1027/E
1027D,Mouse Hunt,"dfs and similar, graphs",1700,5817,0,https://codeforces.com/problemset/problem/1027/D
1027C,Minimum Value Rectangle,greedy,1600,6113,0,https://codeforces.com/problemset/problem/1027/C
1027B,Numbers on the Chessboard,"implementation, math",1200,7634,0,https://codeforces.com/problemset/problem/1027/B
1027A,Palindromic Twist,"implementation, strings",1000,12939,0,https://codeforces.com/problemset/problem/1027/A
1025G,Company Acquisitions,"constructive algorithms, math",3200,373,0,https://codeforces.com/problemset/problem/1025/G
1025F,Disjoint Triangles,geometry,2700,516,0,https://codeforces.com/problemset/problem/1025/F
1025E,Colored Cubes,"constructive algorithms, implementation, matrices",2700,466,0,https://codeforces.com/problemset/problem/1025/E
1025D,Recovering BST,"brute force, dp, math, number theory, trees",2100,2722,0,https://codeforces.com/problemset/problem/1025/D
1025C,Plasticine zebra,"constructive algorithms, implementation",1600,5360,0,https://codeforces.com/problemset/problem/1025/C
1025B,Weakened Common Divisor,"brute force, greedy, number theory",1600,6939,0,https://codeforces.com/problemset/problem/1025/B
1025A,Doggo Recoloring,"implementation, sortings",900,11680,0,https://codeforces.com/problemset/problem/1025/A
1023G,Pisces,"data structures, flows, trees",3400,72,0,https://codeforces.com/problemset/problem/1023/G
1023F,Mobile Phone Network,"dfs and similar, dsu, graphs, trees",2600,671,0,https://codeforces.com/problemset/problem/1023/F
1023E,Down or Right,"constructive algorithms, interactive, matrices",2100,1693,0,https://codeforces.com/problemset/problem/1023/E
1023D,Array Restoration,"constructive algorithms, data structures",1700,3605,0,https://codeforces.com/problemset/problem/1023/D
1023C,Bracket Subsequence,greedy,1200,8259,0,https://codeforces.com/problemset/problem/1023/C
1023B,Pair of Toys,math,1000,9153,0,https://codeforces.com/problemset/problem/1023/B
1023A,Single Wildcard Pattern Matching,"brute force, implementation, strings",1200,7610,0,https://codeforces.com/problemset/problem/1023/A
1020B,Badge,"brute force, dfs and similar, graphs",1000,16020,0,https://codeforces.com/problemset/problem/1020/B
1020A,New Building for SIS,math,1000,8281,0,https://codeforces.com/problemset/problem/1020/A
1019E,Raining season,"data structures, divide and conquer, trees",3200,242,0,https://codeforces.com/problemset/problem/1019/E
1019D,Large Triangle,"binary search, geometry, sortings",2700,503,0,https://codeforces.com/problemset/problem/1019/D
1019C,Sergey's problem,"constructive algorithms, graphs",3000,792,0,https://codeforces.com/problemset/problem/1019/C
1019B,The hat,"binary search, interactive",2000,1690,0,https://codeforces.com/problemset/problem/1019/B
1019A,Elections,"brute force, greedy",1700,4151,0,https://codeforces.com/problemset/problem/1019/A
1017H,The Films,brute force,3300,78,0,https://codeforces.com/problemset/problem/1017/H
1017G,The Tree,data structures,3200,432,0,https://codeforces.com/problemset/problem/1017/G
1017F,The Neutral Zone,"brute force, math",2500,692,0,https://codeforces.com/problemset/problem/1017/F
1017E,The Supersonic Rocket,"geometry, hashing, strings",2400,670,0,https://codeforces.com/problemset/problem/1017/E
1017D,The Wu,"bitmasks, brute force, data structures",1900,2876,0,https://codeforces.com/problemset/problem/1017/D
1017C,The Phone Number,"constructive algorithms, greedy",1600,5405,0,https://codeforces.com/problemset/problem/1017/C
1017B,The Bits,"implementation, math",1200,8537,0,https://codeforces.com/problemset/problem/1017/B
1017A,The Rank,implementation,800,16565,0,https://codeforces.com/problemset/problem/1017/A
1016G,Appropriate Team,"bitmasks, math, number theory",2700,207,0,https://codeforces.com/problemset/problem/1016/G
1016F,Road Projects,"dfs and similar, dp, trees",2600,620,0,https://codeforces.com/problemset/problem/1016/F
1016E,Rest In The Shades,"binary search, geometry",2400,800,0,https://codeforces.com/problemset/problem/1016/E
1016D,Vasya And The Matrix,"constructive algorithms, flows, math",1800,3947,0,https://codeforces.com/problemset/problem/1016/D
1016C,Vasya And The Mushrooms,"dp, implementation",1800,3315,0,https://codeforces.com/problemset/problem/1016/C
1016B,Segment Occurrences,"brute force, implementation",1300,8215,0,https://codeforces.com/problemset/problem/1016/B
1016A,Death Note,"greedy, implementation, math",900,12851,0,https://codeforces.com/problemset/problem/1016/A
1015F,Bracket Substring,"dp, strings",2300,795,0,https://codeforces.com/problemset/problem/1015/F
1015E2,Stars Drawing (Hard Edition),"binary search, dp, greedy",1900,2901,0,https://codeforces.com/problemset/problem/1015/E2
1015E1,Stars Drawing (Easy Edition),"brute force, dp, greedy",1700,4242,0,https://codeforces.com/problemset/problem/1015/E1
1015D,Walking Between Houses,"constructive algorithms, greedy",1600,6576,0,https://codeforces.com/problemset/problem/1015/D
1015C,Songs Compression,sortings,1100,13707,0,https://codeforces.com/problemset/problem/1015/C
1015B,Obtaining the String,implementation,1200,10039,0,https://codeforces.com/problemset/problem/1015/B
1015A,Points in Segments,implementation,800,17717,0,https://codeforces.com/problemset/problem/1015/A
1013B,And,greedy,1200,6689,0,https://codeforces.com/problemset/problem/1013/B
1013A,Piles With Stones,math,800,10047,0,https://codeforces.com/problemset/problem/1013/A
1012F,Passports,"dp, implementation",3400,110,0,https://codeforces.com/problemset/problem/1012/F
1012E,Cycle sort,"dsu, math",3100,185,0,https://codeforces.com/problemset/problem/1012/E
1012D,AB-Strings,"constructive algorithms, strings",2800,241,0,https://codeforces.com/problemset/problem/1012/D
1012C,Hills,dp,1900,2571,0,https://codeforces.com/problemset/problem/1012/C
1012B,Chemical table,"constructive algorithms, dfs and similar, dsu, graphs, matrices",1900,3210,0,https://codeforces.com/problemset/problem/1012/B
1012A,Photo of The Sky,"brute force, implementation, math, sortings",1500,5764,0,https://codeforces.com/problemset/problem/1012/A
1011B,Planning The Expedition,"binary search, brute force, implementation",1200,8736,0,https://codeforces.com/problemset/problem/1011/B
1011A,Stages,"greedy, implementation, sortings",900,10428,0,https://codeforces.com/problemset/problem/1011/A
1010F,Tree,"fft, graphs, trees",3400,158,0,https://codeforces.com/problemset/problem/1010/F
1010E,Store,data structures,2700,265,0,https://codeforces.com/problemset/problem/1010/E
1010D,Mars rover,"dfs and similar, graphs, implementation, trees",2000,2073,0,https://codeforces.com/problemset/problem/1010/D
1010C,Border,number theory,1800,4151,0,https://codeforces.com/problemset/problem/1010/C
1010B,Rocket,"binary search, interactive",1800,4472,0,https://codeforces.com/problemset/problem/1010/B
1010A,Fly,"binary search, math",1500,7425,0,https://codeforces.com/problemset/problem/1010/A
1009G,Allowed Letters,"bitmasks, flows, graph matchings, graphs, greedy",2400,581,0,https://codeforces.com/problemset/problem/1009/G
1009F,Dominant Indices,"data structures, dsu, trees",2300,3073,0,https://codeforces.com/problemset/problem/1009/F
1009E,Intercity Travelling,"combinatorics, math, probabilities",2000,2485,0,https://codeforces.com/problemset/problem/1009/E
1009D,Relatively Prime Graph,"brute force, constructive algorithms, graphs, greedy, math",1700,5433,0,https://codeforces.com/problemset/problem/1009/D
1009C,Annoying Present,"greedy, math",1700,4841,0,https://codeforces.com/problemset/problem/1009/C
1009B,Minimum Ternary String,"greedy, implementation",1400,8430,0,https://codeforces.com/problemset/problem/1009/B
1009A,Game Shopping,implementation,800,10829,0,https://codeforces.com/problemset/problem/1009/A
1008B,Turn the Rectangles,"greedy, sortings",1000,10175,0,https://codeforces.com/problemset/problem/1008/B
1008A,Romaji,"implementation, strings",900,12811,0,https://codeforces.com/problemset/problem/1008/A
1007E,Mini Metro,dp,3400,133,0,https://codeforces.com/problemset/problem/1007/E
1007D,Ants,"2-sat, data structures, trees",3200,170,0,https://codeforces.com/problemset/problem/1007/D
1007C,Guess two numbers,"binary search, interactive",3000,269,0,https://codeforces.com/problemset/problem/1007/C
1007B,Pave the Parallelepiped,"bitmasks, brute force, combinatorics, math, number theory",2400,826,0,https://codeforces.com/problemset/problem/1007/B
1007A,Reorder the Array,"combinatorics, data structures, math, sortings, two pointers",1300,10766,0,https://codeforces.com/problemset/problem/1007/A
1006F,Xor-Paths,"bitmasks, brute force, dp, meet-in-the-middle",2100,2847,0,https://codeforces.com/problemset/problem/1006/F
1006E,Military Problem,"dfs and similar, graphs, trees",1600,7377,0,https://codeforces.com/problemset/problem/1006/E
1006D,Two Strings Swaps,implementation,1700,5157,0,https://codeforces.com/problemset/problem/1006/D
1006C,Three Parts of the Array,"binary search, data structures, two pointers",1200,15629,0,https://codeforces.com/problemset/problem/1006/C
1006B,Polycarp's Practice,"greedy, implementation, sortings",1200,10672,0,https://codeforces.com/problemset/problem/1006/B
1006A,Adjacent Replacements,implementation,800,18325,0,https://codeforces.com/problemset/problem/1006/A
1005F,Berland and the Shortest Paths,"brute force, dfs and similar, graphs, shortest paths",2100,1228,0,https://codeforces.com/problemset/problem/1005/F
1005E2,Median on Segments (General Case Edition),sortings,2400,970,0,https://codeforces.com/problemset/problem/1005/E2
1005E1,Median on Segments (Permutations Edition),sortings,1800,3068,0,https://codeforces.com/problemset/problem/1005/E1
1005D,Polycarp and Div 3,"dp, greedy, number theory",1500,8262,0,https://codeforces.com/problemset/problem/1005/D
1005C,Summarize to the Power of Two,"brute force, greedy, implementation",1300,9264,0,https://codeforces.com/problemset/problem/1005/C
1005B,Delete from the Left,"brute force, implementation, strings",900,16444,0,https://codeforces.com/problemset/problem/1005/B
1005A,Tanya and Stairways,implementation,800,18807,0,https://codeforces.com/problemset/problem/1005/A
1004F,Sonya and Bitwise OR,"bitmasks, data structures, divide and conquer",2600,414,0,https://codeforces.com/problemset/problem/1004/F
1004E,Sonya and Ice Cream,"binary search, data structures, dp, greedy, shortest paths, trees",2400,781,0,https://codeforces.com/problemset/problem/1004/E
1004D,Sonya and Matrix,"brute force, constructive algorithms, implementation",2300,1258,0,https://codeforces.com/problemset/problem/1004/D
1004C,Sonya and Robots,"constructive algorithms, implementation",1400,6776,0,https://codeforces.com/problemset/problem/1004/C
1004B,Sonya and Exhibition,"constructive algorithms, greedy, implementation, math",1300,8371,0,https://codeforces.com/problemset/problem/1004/B
1004A,Sonya and Hotels,implementation,900,9896,0,https://codeforces.com/problemset/problem/1004/A
1003F,Abbreviation,"dp, hashing, strings",2200,861,0,https://codeforces.com/problemset/problem/1003/F
1003E,Tree Constructing,"constructive algorithms, graphs",2100,2034,0,https://codeforces.com/problemset/problem/1003/E
1003D,Coins and Queries,greedy,1600,6359,0,https://codeforces.com/problemset/problem/1003/D
1003C,Intense Heat,"brute force, implementation, math",1300,8660,0,https://codeforces.com/problemset/problem/1003/C
1003B,Binary String Constructing,constructive algorithms,1300,9289,0,https://codeforces.com/problemset/problem/1003/B
1003A,Polycarp's Pockets,implementation,800,21434,0,https://codeforces.com/problemset/problem/1003/A
1002E2,Another array reconstruction algorithm,,1900,184,0,https://codeforces.com/problemset/problem/1002/E2
1002E1,Bernstein-Vazirani algorithm,,1500,303,0,https://codeforces.com/problemset/problem/1002/E1
1002D3,Oracle for majority function,,1600,313,0,https://codeforces.com/problemset/problem/1002/D3
1002D2,Oracle for f(x) = b * x + (1 - b) * (1 - x) mod 2,,1300,351,0,https://codeforces.com/problemset/problem/1002/D2
1002D1,Oracle for f(x) = b * x mod 2,,1200,379,0,https://codeforces.com/problemset/problem/1002/D1
1002C2,Distinguish zero state and plus state without errors,,1800,249,0,https://codeforces.com/problemset/problem/1002/C2
1002C1,Distinguish zero state and plus state with minimum error,,1700,285,0,https://codeforces.com/problemset/problem/1002/C1
1002B4,Distinguish four 2-qubit states - 2,,1700,287,0,https://codeforces.com/problemset/problem/1002/B4
1002B3,Distinguish four 2-qubit states,,1600,388,0,https://codeforces.com/problemset/problem/1002/B3
1002B2,Distinguish GHZ state and W state,,1600,422,0,https://codeforces.com/problemset/problem/1002/B2
1002B1,Distinguish zero state and W state,,1300,451,0,https://codeforces.com/problemset/problem/1002/B1
1002A4,Generate W state,,1900,246,0,https://codeforces.com/problemset/problem/1002/A4
1002A3,Generate superposition of two basis states,,1500,450,0,https://codeforces.com/problemset/problem/1002/A3
1002A2,Generate superposition of zero state and a basis state,,1300,527,0,https://codeforces.com/problemset/problem/1002/A2
1002A1,Generate superposition of all basis states,,800,721,0,https://codeforces.com/problemset/problem/1002/A1
1001I,Deutsch-Jozsa algorithm,*special problem,1700,384,0,https://codeforces.com/problemset/problem/1001/I
1001H,Oracle for f(x) = parity of the number of 1s in x,*special problem,1200,502,0,https://codeforces.com/problemset/problem/1001/H
1001G,Oracle for f(x) = k-th element of x,*special problem,1400,512,0,https://codeforces.com/problemset/problem/1001/G
1001F,Distinguish multi-qubit basis states,*special problem,1300,511,0,https://codeforces.com/problemset/problem/1001/F
1001E,Distinguish Bell states,*special problem,1600,535,0,https://codeforces.com/problemset/problem/1001/E
1001D,Distinguish plus state and minus state,*special problem,1400,657,0,https://codeforces.com/problemset/problem/1001/D
1001C,Generate GHZ state,*special problem,1400,627,0,https://codeforces.com/problemset/problem/1001/C
1001B,Generate Bell state,*special problem,1400,684,0,https://codeforces.com/problemset/problem/1001/B
1001A,Generate plus state or minus state,*special problem,1100,957,0,https://codeforces.com/problemset/problem/1001/A
1000G,Two-Paths,"data structures, dp, trees",2700,392,0,https://codeforces.com/problemset/problem/1000/G
1000F,One Occurrence,"data structures, divide and conquer",2400,2201,0,https://codeforces.com/problemset/problem/1000/F
1000E,We Need More Bosses,"dfs and similar, graphs, trees",2100,2451,0,https://codeforces.com/problemset/problem/1000/E
1000D,Yet Another Problem On a Subsequence,"combinatorics, dp",1900,3214,0,https://codeforces.com/problemset/problem/1000/D
1000C,Covered Points Count,"data structures, implementation, sortings",1700,5141,0,https://codeforces.com/problemset/problem/1000/C
1000B,Light It Up,greedy,1500,4791,0,https://codeforces.com/problemset/problem/1000/B
1000A,Codehorses T-shirts,"greedy, implementation",1200,7800,0,https://codeforces.com/problemset/problem/1000/A
999F,Cards and Joy,dp,2000,1917,0,https://codeforces.com/problemset/problem/999/F
999E,Reachability from the Capital,"dfs and similar, graphs, greedy",2000,4854,0,https://codeforces.com/problemset/problem/999/E
999D,Equalize the Remainders,"data structures, greedy, implementation",1900,3440,0,https://codeforces.com/problemset/problem/999/D
999C,Alphabetic Removals,implementation,1200,12639,0,https://codeforces.com/problemset/problem/999/C
999B,Reversing Encryption,implementation,900,14215,0,https://codeforces.com/problemset/problem/999/B
999A,Mishka and Contest,"brute force, implementation",800,18055,0,https://codeforces.com/problemset/problem/999/A
998B,Cutting,"dp, greedy, sortings",1200,10852,0,https://codeforces.com/problemset/problem/998/B
998A,Balloons,"constructive algorithms, implementation",1000,8397,0,https://codeforces.com/problemset/problem/998/A
997E,Good Subsegments,data structures,3000,593,0,https://codeforces.com/problemset/problem/997/E
997D,Cycles in product,"combinatorics, divide and conquer, trees",2900,349,0,https://codeforces.com/problemset/problem/997/D
997C,Sky Full of Stars,"combinatorics, math",2500,1153,0,https://codeforces.com/problemset/problem/997/C
997B,Roman Digits,"brute force, combinatorics, dp, greedy, math",2000,2639,0,https://codeforces.com/problemset/problem/997/B
997A,Convert to Ones,"brute force, greedy, implementation, math",1500,7399,0,https://codeforces.com/problemset/problem/997/A
996B,World Cup,"binary search, math",1300,7557,0,https://codeforces.com/problemset/problem/996/B
996A,Hit the Lottery,"dp, greedy",800,53634,0,https://codeforces.com/problemset/problem/996/A
995F,Cowmpany Cowmpensation,"combinatorics, dp, math, trees",2700,735,0,https://codeforces.com/problemset/problem/995/F
995E,Number Clicker,"divide and conquer, graphs, meet-in-the-middle, number theory",2700,455,0,https://codeforces.com/problemset/problem/995/E
995D,Game,math,2500,655,0,https://codeforces.com/problemset/problem/995/D
995C,Leaving the Bar,"brute force, data structures, geometry, greedy, math, sortings",2300,1416,0,https://codeforces.com/problemset/problem/995/C
995B,Suit and Tie,"greedy, implementation, math",1400,6531,0,https://codeforces.com/problemset/problem/995/B
995A,Tesla,"constructive algorithms, implementation",2100,1376,0,https://codeforces.com/problemset/problem/995/A
994B,Knights of a Polygonal Table,"greedy, implementation, sortings",1400,5049,0,https://codeforces.com/problemset/problem/994/B
994A,Fingerprints,implementation,800,12232,0,https://codeforces.com/problemset/problem/994/A
993F,The Moral Dilemma,,3200,34,0,https://codeforces.com/problemset/problem/993/F
993E,Nikita and Order Statistics,"chinese remainder theorem, fft, math",2300,1093,0,https://codeforces.com/problemset/problem/993/E
993D,Compute Power,"binary search, dp, greedy",2500,542,0,https://codeforces.com/problemset/problem/993/D
993C,Careful Maneuvering,"bitmasks, brute force, geometry",2100,1347,0,https://codeforces.com/problemset/problem/993/C
993B,Open Communication,"bitmasks, brute force",1900,1825,0,https://codeforces.com/problemset/problem/993/B
993A,Two Squares,"geometry, implementation",1600,3543,0,https://codeforces.com/problemset/problem/993/A
992E,Nastya and King-Shamans,"binary search, data structures",2500,899,0,https://codeforces.com/problemset/problem/992/E
992D,Nastya and a Game,"brute force, implementation, math",2100,1470,0,https://codeforces.com/problemset/problem/992/D
992C,Nastya and a Wardrobe,math,1600,4265,0,https://codeforces.com/problemset/problem/992/C
992B,Nastya Studies Informatics,"math, number theory",1600,5553,0,https://codeforces.com/problemset/problem/992/B
992A,Nastya and an Array,"implementation, sortings",800,11266,0,https://codeforces.com/problemset/problem/992/A
991F,Concise and clear,"brute force, greedy, implementation, math",2700,248,0,https://codeforces.com/problemset/problem/991/F
991E,Bus Number,"brute force, combinatorics, math",1800,2876,0,https://codeforces.com/problemset/problem/991/E
991D,Bishwock,"dp, greedy",1500,6177,0,https://codeforces.com/problemset/problem/991/D
991C,Candies,"binary search, implementation",1500,8300,0,https://codeforces.com/problemset/problem/991/C
991B,Getting an A,"greedy, sortings",900,10634,0,https://codeforces.com/problemset/problem/991/B
991A,If at first you don't succeed...,implementation,1000,9377,0,https://codeforces.com/problemset/problem/991/A
990G,GCD Counting,"divide and conquer, dp, dsu, number theory, trees",2400,1213,0,https://codeforces.com/problemset/problem/990/G
990F,Flow Control,"dfs and similar, dp, greedy, trees",2400,702,0,https://codeforces.com/problemset/problem/990/F
990E,Post Lamps,"brute force, greedy",2100,1768,0,https://codeforces.com/problemset/problem/990/E
990D,Graph And Its Complement,"constructive algorithms, graphs, implementation",1700,3412,0,https://codeforces.com/problemset/problem/990/D
990C,Bracket Sequences Concatenation Problem,implementation,1500,5286,0,https://codeforces.com/problemset/problem/990/C
990B,Micro-World,"greedy, sortings",1200,7419,0,https://codeforces.com/problemset/problem/990/B
990A,Commentary Boxes,"implementation, math",1000,9475,0,https://codeforces.com/problemset/problem/990/A
989E,A Trance of Nightfall,"dp, geometry, matrices, probabilities",2700,206,0,https://codeforces.com/problemset/problem/989/E
989D,A Shade of Moonlight,"binary search, geometry, math, sortings, two pointers",2500,470,0,https://codeforces.com/problemset/problem/989/D
989C,A Mist of Florescence,"constructive algorithms, graphs",1800,3278,0,https://codeforces.com/problemset/problem/989/C
989B,A Tide of Riverscape,"constructive algorithms, strings",1200,6500,0,https://codeforces.com/problemset/problem/989/B
